상호명,분류,위도,경도
영풍문고,대형마트,37.56683009173382,126.98134414070798
롯데쇼핑(주)롯데마트 제타플렉스 서울역점,대형마트,37.55545096128627,126.96879804498309
주식회사 이마트 청계천점,대형마트,37.56822824750721,127.02064531713549
신세계백화점,백화점,37.55817279540518,126.98035135270975
롯데백화점 본점,백화점,37.562060005062754,126.98030217463776
아이파크(I PARK)백화점,백화점,37.526807444857624,126.96336935711312
(주)이마트 왕십리점,대형마트,37.560934323155,127.0372611192284
롯데쇼핑(주)롯데마트 강변점,대형마트,37.532948962979255,127.0949738733192
(주)이마트 자양점,대형마트,37.53505255598442,127.0718418255339
롯데백화점 건대스타시티점,백화점,37.53603806050592,127.07034655131766
GS THE FRESH 광진능동점,대형마트,37.552167136664806,127.08044770037426
GS THE FRESH 구의역점,대형마트,37.53530170131152,127.08458271320225
GS THE FRESH 광진중곡점,대형마트,37.55368110583168,127.08158742281978
롯데쇼핑(주)롯데마트 청량리점,대형마트,37.57822724869663,127.04620330703987
노브랜드 동대문 장안점,대형마트,37.563523432892545,127.0613915075144
이마트에브리데이 중화리버센SK점,대형마트,37.60022405685682,127.07487729396081
코스트코홀세일 상봉점,대형마트,37.59411366548143,127.08942216264755
홈플러스 신내점,대형마트,37.61304459806445,127.09297318991146
홈플러스(주)면목점,대형마트,37.57717772702668,127.08027303417795
주식회사 이마트 묵동점,대형마트,37.61109593755773,127.07676297512431
홈플러스(주) 서울 상봉점,대형마트,37.595350992527685,127.08972354846158
현대백화점 미아점,백화점,37.60562473308188,127.02793635848468
신세계이마트미아점,대형마트,37.608106668545,127.02893957437576
이마트 미아점,대형마트,37.608106668545,127.02893957437576
이마트 미아점,대형마트,37.608106668545,127.02893957437576
홈플러스 월곡점,대형마트,37.59907115220927,127.03965648433535
이마트 하월곡점,대형마트,37.60230266516558,127.03020756344553
이마트 미아점,대형마트,37.608106668545,127.02893957437576
이마트 하월곡점,대형마트,37.60230266516558,127.03020756344553
(주)농협유통 미아점,대형마트,37.61881780395498,127.02567191564096
홈플러스(주)방학점,대형마트,37.66209260503835,127.04295414285735
홈플러스(주) 중계점,대형마트,37.63716893531137,127.06781916888345
롯데마트 중계점,대형마트,37.644545887270425,127.06948560732003
건영옴니백화점,백화점,37.63607706372082,127.06396543430336
(주)이마트 은평점,대형마트,37.59760845718372,126.9194072639773
(주)이마트 수색점,대형마트,37.576844154450505,126.8978641091387
현대백화점 신촌점,백화점,37.55340768678495,126.93509761619221
(주)이마트 마포점,대형마트,37.539694240870055,126.95257794655997
(주)이마트 마포점,대형마트,37.539694240870055,126.95257794655997
홈플러스 합정점,대형마트,37.54818527682721,126.91299672765199
현대백화점목동점,백화점,37.52410488433174,126.87425002359366
행복한백화점,백화점,37.52662399350769,126.87529898201923
(주)이마트 목동점,대형마트,37.52310430540655,126.87048718835612
(주)이마트 신월점,백화점,37.53700746327384,126.82798497598826
홈플러스(주) 강서점,대형마트,37.55565923687818,126.85423175553738
(주) 이랜드리테일 강서점,백화점,37.5572138916288,126.83956656303565
홈플러스(주) 신도림점,대형마트,37.50667115646635,126.88695838346156
(주) 이마트 신도림점,대형마트,37.504224155393956,126.88953378411189
(주)이마트 구로점,대형마트,37.48159890602805,126.89713606383792
홈플러스 주식회사,대형마트,37.449150084821795,126.90001097415579
홈플러스(주) 금천점,대형마트,37.465934576595906,126.896112263373
삼성테스코(주)홈플러스 금천점,대형마트,37.465934576595906,126.896112263373
삼성테스코(주)홈플러스 금천점,대형마트,37.465934576595906,126.896112263373
홈플러스 시흥점,대형마트,37.449150084821795,126.90001097415579
롯데백화점 영등포점,백화점,37.513173456236245,126.90658678993677
홈플러스(주) 영등포점,대형마트,37.51547733117745,126.89513870776538
코스트코 홀세일,대형마트,37.52512330121057,126.89149384512139
신세계 이마트 여의도점,대형마트,37.5154224689501,126.9252674120644
(주)신세계 타임스퀘어점,백화점,37.51441989778146,126.90477720258959
(주)이마트 여의도점,대형마트,37.5154224689501,126.9252674120644
롯데쇼핑(주) 롯데마트 양평점,대형마트,37.52329926113133,126.89086086839907
THE HYUNDAI SEOUL,백화점,37.52330030462276,126.92750964934234
홈플러스 서울남현점,대형마트,37.468728075240115,126.98162464062592
코스트코코리아,대형마트,37.459275631176446,127.03530856462454
(주)이랜드리테일 강남점,대형마트,37.50664721340834,127.00652142296512
(주)이마트 양재점,대형마트,37.46064429546007,127.03622345615615
신세계백화점 강남점,대형마트,37.501613640894995,127.00283236563925
뉴코아백화점,백화점,37.50633886190109,127.00416188027742
(주)이마트 역삼점,대형마트,37.496466596862234,127.04764968478078
하우스오브신세계 청담,백화점,37.52064328810587,127.04286811147384
GS THE FRESH 청담점,대형마트,37.52398156102478,127.05095603425131
갤러리아백화점(동관),백화점,37.5253300922778,127.04077989202838
(주)현대백화점 본점,백화점,37.524583880401345,127.02668100113998
현대백화점 무역센터점,백화점,37.5058445307933,127.05892834096326
갤러리아백화점(서관),백화점,37.52581135418423,127.03926521203415
롯데백화점(강남점),백화점,37.494307332417435,127.05280367916221
롯데백화점 에비뉴엘 월드타워점,백화점,37.51035017525916,127.10264186436424
롯데쇼핑(주) 롯데마트 월드타워점,대형마트,37.51035017525916,127.10264186436424
롯데쇼핑(주)롯데마트 제타플렉스 잠실점,대형마트,37.50853564692212,127.09714783160442
롯데백화점 잠실점,백화점,37.50853564692212,127.09714783160442
롯데쇼핑(주)롯데마트 송파점,대형마트,37.48898731768692,127.11695930765686
홈플러스(주)잠실점,대형마트,37.51350545505795,127.10224178557574
현대백화점 천호점,백화점,37.53627526600129,127.12366587258238
신세계 이마트 명일점,대형마트,37.551921859569745,127.15505008173547
(주)이마트천호점,대형마트,37.53589374447555,127.12475148236553
홈플러스 강동점,대형마트,37.54296687081529,127.14145856789139
롯데백화점 광복점,백화점,35.095215857257465,129.03523581446572
롯데마트 광복점,대형마트,35.095215857257465,129.03523581446572
롯데쇼핑(주) 롯데키즈마트 부산점,대형마트,35.16049994598132,129.04844321566833
롯데백화점부산점,백화점,35.153863913655286,129.0551350284444
트레이더스 홀세일 클럽 서면점,대형마트,35.16111132776781,129.05178013335066
(주)농협유통 하나로마트 부전점,대형마트,35.160027880156676,129.06148594271514
(주)메가마트 동래점,대형마트,35.20145139699496,129.0803093913952
롯데백화점 동래점,백화점,35.209024414307464,129.07657941823138
홈플러스(주) 동래점,대형마트,35.21851607079138,129.08471046132962
롯데쇼핑(주) 롯데마트 동래점,대형마트,35.209024414307464,129.07657941823138
(주) 이마트 문현점,대형마트,35.14154199853406,129.0633942703322
롯데쇼핑(주)롯데마트화명점,대형마트,35.232391711485995,129.01212446248715
예스홈마트,대형마트,35.20872652118792,129.00635815606424
삼한상가시장,대형마트,35.22737607992582,129.16208562896796
이랜드 리테일 해운대점,백화점,35.16775044169067,129.17617636422256
롯데쇼핑주식회사,백화점,35.167060920212634,129.13022555767162
홈플러스 센텀시티점,대형마트,35.1681459015475,129.132793083509
롯데백화점 센텀시티점,백화점,35.167060920212634,129.13022555767162
(주)신세계 센텀시티점,백화점,35.16614359179757,129.12876143264901
(주)이마트 해운대점,대형마트,35.16323862418402,129.1664958105752
롯데슈퍼 좌1동점,대형마트,35.17473388981975,129.1746687994613
롯데슈퍼 해운대점,대형마트,35.16724116611848,129.1751851731401
해동시장,대형마트,35.15934846077218,129.1771036606833
재송삼익상가시장,대형마트,35.18832886285622,129.12043148143175
마리나상가시장,대형마트,35.1590773710722,129.14056885175194
대성종합상가시장,대형마트,35.15504723322072,129.14671874874915
대동상가시장,대형마트,35.17398532089104,129.17195232433008
L.G 상가시장,대형마트,35.17777970601237,129.1726842983537
운봉장터시장,대형마트,35.22841369547278,129.1541282015128
우동종합상가시장,대형마트,35.167586623947955,129.138062791149
홈플러스(주) 부산반여점,대형마트,35.19374707223426,129.11479535233224
롯데슈퍼 좌동점,대형마트,35.16973846891945,129.16648015046945
롯데백화점 센텀시티점,백화점,35.167060920212634,129.13022555767162
서원유통탑마트신평점,대형마트,35.09438652152587,128.96103329219207
홈플러스(주) 익스프레스 다대포점,대형마트,35.04759461609418,128.96495456373762
롯데쇼핑(주) 롯데마트 사하점,대형마트,35.08204605286497,128.97053625306938
(주)이마트 금정점,대형마트,35.247416703511114,129.0897548861594
(주)이마트 연제점,대형마트,35.17335025381415,129.0804425123239
트레이더스 홀세일 클럽 연산점,대형마트,35.18235493784284,129.11114170916127
홈플러스 주식회사 아시아드점,대형마트,35.18812674250721,129.0605520644649
코스트코 홀세일 부산점,대형마트,35.17579111984338,129.11441632147017
홈플러스(주)서부산점,대형마트,35.161511824107144,128.97694329927035
(주)메가마트 기장점,대형마트,35.25190312655864,129.22126308367334
홈플러스 부산정관점,대형마트,35.32029918121638,129.17548851715796
주식회사 서원유통 탑마트 기장서부점,대형마트,35.24288843482263,129.20913618467787
주식회사 서원유통 탑마트 기장점,대형마트,35.23430917857455,129.2163831885561
대백프라자,백화점,35.853231129761944,128.60550747811288
탑마트 대구점,대형마트,35.85863133685414,128.59310571037997
코스트코 홀세일 대구점,대형마트,35.874445841702354,128.72984154572612
(주)이마트 반야월점,대형마트,35.86801917584013,128.72655898590492
GS THE FRESH 대구파크드림점,대형마트,35.88391317851831,128.62649502813397
GS THE FRESH 대구화랑로점,대형마트,35.86667569843497,128.630253716657
(주)신세계 동대구복합환승센터,백화점,35.87507219695971,128.62814776603915
광장코아,대형마트,35.85337308180574,128.55070162231914
두류1번가,대형마트,35.856355700091825,128.55949312193528
홈플러스(주)남대구점,대형마트,35.83624762286753,128.56938387205182
코스트코 홀세일,대형마트,35.903376160898944,128.61739011797724
(주)홈플러스 칠곡점,대형마트,35.9420785849976,128.5550923195176
신세계이마트 칠성점,대형마트,35.88214335190915,128.58924133168438
(주)이마트 칠성점,대형마트,35.88214335190915,128.58924133168438
(주)이마트 만촌점,대형마트,35.86852551274807,128.63599327600005
홈플러스 대구 수성점,대형마트,35.83602924289315,128.6223568132636
홈플러스(주) 익스프레스 상인점,대형마트,35.81790229670148,128.5459869065579
홈플러스(주) 익스프레스 용산2점,대형마트,35.85111775855645,128.51763118335614
(주)이마트 월배점,대형마트,35.814315918381254,128.52301716779138
노브랜드 대구월배시장점,대형마트,35.81119937000614,128.52679808769213
롯데백화점 상인점,백화점,35.81618701461751,128.53854928924076
(주)지에스리테일 GS수퍼 대구월곡점,대형마트,35.81064382375403,128.5451815666698
(주)지에스리테일 GS수퍼 본리점,대형마트,35.84020384584992,128.5410389336561
홈플러스(주) 익스프레스 감삼점,대형마트,35.842222780703565,128.54340026367558
홈플러스(주) 익스프레스 용산점,대형마트,35.85438786684178,128.52996036213545
(주)이마트 성서점,대형마트,35.85091779619233,128.5092914595495
홈플러스(주) 성서점,대형마트,35.84670067325405,128.5266124273236
홈플러스(주)  상인점,대형마트,35.8153980270985,128.53256225855296
(주)서원유통 탑마트 현풍점,대형마트,35.689421957892186,128.44280620731783
(주)이마트  동인천점,대형마트,37.46384316042589,126.62771135254879
트레이더스 홀세일 클럽 송림점,대형마트,37.480342181407025,126.65978496134906
홈플러스(주) 인하점,대형마트,37.44493749245754,126.64999695245012
롯데쇼핑(주)인천점,백화점,37.438669083695274,126.70054932467185
(주)이마트에브리데이 인천도화점,대형마트,37.46729993681664,126.66437987853858
홈플러스 (주) 인하점,대형마트,37.44493749245754,126.64999695245012
롯데쇼핑(주)인천점,백화점,37.438669083695274,126.70054932467185
코스트코 홀세일 송도점,대형마트,37.38697535689757,126.63252253774776
롯데쇼핑(주) 롯데마트 연수점,대형마트,37.412338127471855,126.67438729458316
롯데마트 연수점,대형마트,37.412338127471855,126.67438729458316
롯데마트 송도점,대형마트,37.38549131028446,126.6426017177633
이마트 연수점,대형마트,37.40153357655607,126.68036461882551
홈플러스 인천연수점,대형마트,37.40322959293477,126.68292223214861
롯데마트연수점,대형마트,37.412338127471855,126.67438729458316
롯데마트연수점,대형마트,37.412338127471855,126.67438729458316
롯데쇼핑(주) 롯데마트 송도점,대형마트,37.38549131028446,126.6426017177633
(주)동보올리브백화점,백화점,37.4582079625044,126.70808097098934
홈플러스(주) 간석점,대형마트,37.46680563506429,126.6882342879305
(주)이마트 트레이더스 구월점,대형마트,37.43693808287645,126.7070503976146
롯데쇼핑(주)롯데마트 부평역점,대형마트,37.486927672255895,126.72190612093159
롯데쇼핑(주)롯데마트 부평점,대형마트,37.50224323709223,126.70332828732526
모다이노칩 부평점,백화점,37.490638696247615,126.71866699182966
GS THE FRESH 부평열우물점,대형마트,37.47264950762031,126.69706732991345
GS THE FRESH 부평더샵점,대형마트,37.47264950762031,126.69706732991345
롯데쇼핑(주)롯데마트부평역점,대형마트,37.486927672255895,126.72190612093159
(주)이마트 부평점,대형마트,37.51395945090241,126.7250538508488
롯데쇼핑(주)롯데마트부평점,대형마트,37.50224323709223,126.70332828732526
롯데백화점 부평점,백화점,37.490638696247615,126.71866699182966
롯데쇼핑(주)롯데마트 삼산점,대형마트,37.505134602505294,126.73126536249231
롯데쇼핑(주)롯데마트삼산점,대형마트,37.505134602505294,126.73126536249231
홈플러스스토어즈(주) 계산점,대형마트,37.536755671335975,126.73542945509679
롯데쇼핑(주) 롯데마트 계양점,대형마트,37.53811569193425,126.73523381312856
홈플러스(주) 작전점,대형마트,37.523428001532885,126.72049090134048
(주)이마트 계양점,대형마트,37.5283001022768,126.73611834571594
(주)이마트 계양점,대형마트,37.5283001022768,126.73611834571594
(주)이마트 계양점,대형마트,37.5283001022768,126.73611834571594
(주)이마트 계양점,대형마트,37.5283001022768,126.73611834571594
롯데마트 검단점,대형마트,37.591795549939626,126.66373362165835
롯데쇼핑 (주) 롯데마트 청라점,대형마트,37.52815286536598,126.64618042117418
(주)대명화학 유통사업부 인천점,대형마트,37.507537719847974,126.64698530250881
서경백화점,백화점,37.51517201774207,126.67179079219365
코스트코 홀세일 청라점,대형마트,37.53687640921985,126.61602446808304
(주) 이마트 검단점,대형마트,37.582629146148946,126.67583534320129
홈플러스 가좌점,대형마트,37.494870142382425,126.66995137185991
플라마프라자,백화점,35.14652416202808,126.9143819117757
롯데백화점 광주점,백화점,35.152057256471664,126.91124833399894
삼성테스코(주) 홈플러스 계림점,대형마트,35.15869004003057,126.91585940235257
문구완구종합상가,대형마트,35.156151079657235,126.87710971945337
서부코아,대형마트,35.150708458699384,126.87901595232802
롯데쇼핑(주)롯데마트맥스 상무점,대형마트,35.14960370608335,126.851583291008
신세계이마트상무점,대형마트,35.15295569056596,126.85336372140908
(주)광주신세계,백화점,35.15754178669305,126.87932516518366
(주)광주신세계이마트,대형마트,35.15604745929116,126.88119431761834
(주)광주신세계이마트,대형마트,35.15604745929116,126.88119431761834
(주)광주신세계,백화점,35.15754178669305,126.87932516518366
(주)광주신세계,백화점,35.15754178669305,126.87932516518366
롯데쇼핑(주)롯데마트 월드컵점,대형마트,35.13059368830762,126.87702035193598
빅마트,대형마트,35.12315194257851,126.89655992286158
(주)킴스클럽마트 광주점,대형마트,35.11988643946783,126.89815915044801
이마트 봉선점,대형마트,35.11964500949919,126.91521909902038
홈플러스(주) 동광주점,대형마트,35.17677775321882,126.9296571099394
주식회사 이마트 광산점,대형마트,35.15736060294404,126.80781651807858
롯데쇼핑(주) 롯데마트 수완점,대형마트,35.186905021130855,126.81917731127437
홈플러스(주) 광주하남점,대형마트,35.17518389749117,126.80460474086951
(주)이마트 대전터미널점,대형마트,36.34762147572246,127.43582628689875
이마트 대전터미널점,대형마트,36.34762147572246,127.43582628689875
홈플러스(주) 동대전점,대형마트,36.351067793373495,127.43655026654245
홈플러스(주)대전가오점,대형마트,36.30417487024758,127.45720759687742
홈플러스(주)대전가오점,대형마트,36.30417487024758,127.45720759687742
삼성테스코(주) 홈플러스 동대전점,대형마트,36.351067793373495,127.43655026654245
홈플러스(주) 대전가오점,대형마트,36.30417487024758,127.45720759687742
백화점 세이,백화점,36.31824948588642,127.4081521564619
코스트코 홀세일 대전점,대형마트,36.32123396728273,127.40268121517883
이랜드리테일 NC 중앙로역점,백화점,36.326000290615525,127.42451088154515
(주) 한화갤러리아 타임월드,백화점,36.34908577602947,127.37723068700274
월마트대전점,대형마트,36.35491834852287,127.36216423461269
롯데백화점 대전점,백화점,36.33786710235994,127.38875113045061
홈플러스(주) 익스프레스 괴정점,대형마트,36.33061379209178,127.38165678891336
롯데쇼핑(주) 롯데마트 서대전점,백화점,36.29895629323743,127.32244274142307
홈플러스(주)유성점,대형마트,36.35570578181039,127.35353092189747
롯데쇼핑(주)롯데마트 노은점,백화점,36.38143911967213,127.32087731030394
대전신세계 엑스포점,백화점,36.37460031035261,127.38350472991345
홈플러스(주) 울산점,대형마트,35.5616549828416,129.33379910152127
롯데백화점 울산점,백화점,35.53567247110677,129.33746229758026
(주)현대백화점 울산점,백화점,35.53684744973684,129.33491764234137
(주)신세계이마트울산점,대형마트,35.5352596928356,129.3475130534097
롯데마트 울산점,대형마트,35.53080282627276,129.3149268622508
(주)현대백화점 동구점,백화점,35.51871193653198,129.43085431023033
롯데쇼핑(주)롯데마트 진장점,대형마트,35.57324394772738,129.35744318188864
코스트코 홀세일 울산점,대형마트,35.574307681343996,129.3578299714123
한화갤러리아(주) 광교점,백화점,37.28245364795591,127.05664757282142
롯데쇼핑(주) 롯데마트 영통점,대형마트,37.24992759995864,127.07078964915333
홈플러스(주) 동수원점,대형마트,37.260013909922634,127.02933940412916
롯데쇼핑(주) 롯데마트 천천점,대형마트,37.293672208191296,126.9814129107187
홈플러스(주) 북수원점,대형마트,37.29997251606275,127.00800672400004
홈플러스(주) 영통점,대형마트,37.24902630240316,127.07174803906871
(주)이마트 서수원점,대형마트,37.27967085351788,126.96942784876872
홈플러스(주) 서수원점,대형마트,37.27158507937041,126.95451114236579
롯데쇼핑(주) 롯데마트 광교점,대형마트,37.28792038461029,127.0497234796146
(주)이마트 수원점,대형마트,37.24768934411775,127.02009344690244
트레이더스 홀세일클럽 수원점,대형마트,37.24332490923132,127.04785631006796
(주)이마트 광교점,대형마트,37.293822951777784,127.04691421874107
(주)이마트분당점,대형마트,37.35606159993493,127.11899700548366
홈플러스(주) 야탑점,대형마트,37.410342663324535,127.12653351465717
롯데백화점 분당점,백화점,37.375708705673084,127.11350149192633
NC백화점 야탑점,백화점,37.407664590727926,127.12650526834732
롯데마트 판교점,대형마트,37.39277011763468,127.1128560425449
현대백화점 판교점,백화점,37.39002414441463,127.111235379535
(주)이마트분당점,대형마트,37.35606159993493,127.11899700548366
홈플러스(주) 분당오리점,대형마트,37.33729359741758,127.10617786291813
코스트코 홀세일 의정부점,대형마트,37.748568302045136,127.11839769027843
롯데쇼핑(주) 마그넷 의정부점,대형마트,37.7400780053498,127.08347517818636
이마트 의정부점,대형마트,37.74041215428384,127.10155914115364
롯데마트 장암점,대형마트,37.721001319960216,127.05252182373881
(주)이마트평촌점,대형마트,37.392025033767034,126.96332499834536
롯데쇼핑(주)  중동점,백화점,37.499818347631546,126.77442473262961
월마트슈퍼센타 중동점,대형마트,37.50130368461251,126.76318515349331
